ccode,Year(s) Under Review,year,rank
700,Afghanistan,1987,NF
700,Afghanistan,1988,NF
700,Afghanistan,1989,NF
700,Afghanistan,1990,NF
700,Afghanistan,1991,NF
700,Afghanistan,1992,NF
700,Afghanistan,1993,NF
700,Afghanistan,1994,NF
700,Afghanistan,1995,NF
700,Afghanistan,1996,NF
700,Afghanistan,1997,NF
700,Afghanistan,1998,NF
700,Afghanistan,1999,NF
700,Afghanistan,2000,NF
700,Afghanistan,2001,NF
700,Afghanistan,2002,NF
700,Afghanistan,2003,NF
700,Afghanistan,2004,NF
700,Afghanistan,2005,NF
700,Afghanistan,2006,NF
700,Afghanistan,2007,NF
700,Afghanistan,2008,NF
700,Afghanistan,2009,NF
339,Albania,1987,NF
339,Albania,1988,NF
339,Albania,1989,PF
339,Albania,1990,PF
339,Albania,1991,PF
339,Albania,1992,PF
339,Albania,1993,PF
339,Albania,1994,PF
339,Albania,1995,PF
339,Albania,1996,PF
339,Albania,1997,PF
339,Albania,1998,PF
339,Albania,1999,PF
339,Albania,2000,PF
339,Albania,2001,PF
339,Albania,2002,PF
339,Albania,2003,PF
339,Albania,2004,PF
339,Albania,2005,PF
339,Albania,2006,PF
339,Albania,2007,PF
339,Albania,2008,PF
339,Albania,2009,PF
615,Algeria,1987,PF
615,Algeria,1988,PF
615,Algeria,1989,PF
615,Algeria,1990,PF
615,Algeria,1991,NF
615,Algeria,1992,NF
615,Algeria,1993,NF
615,Algeria,1994,NF
615,Algeria,1995,NF
615,Algeria,1996,NF
615,Algeria,1997,NF
615,Algeria,1998,PF
615,Algeria,1999,PF
615,Algeria,2000,PF
615,Algeria,2001,PF
615,Algeria,2002,PF
615,Algeria,2003,NF
615,Algeria,2004,NF
615,Algeria,2005,NF
615,Algeria,2006,NF
615,Algeria,2007,NF
615,Algeria,2008,NF
615,Algeria,2009,NF
232,Andorra,1987,NA
232,Andorra,1988,NA
232,Andorra,1989,NA
232,Andorra,1990,NA
232,Andorra,1991,NA
232,Andorra,1992,NA
232,Andorra,1993,F
232,Andorra,1994,F
232,Andorra,1995,F
232,Andorra,1996,F
232,Andorra,1997,F
232,Andorra,1998,F
232,Andorra,1999,F
232,Andorra,2000,F
232,Andorra,2001,F
232,Andorra,2002,F
232,Andorra,2003,F
232,Andorra,2004,F
232,Andorra,2005,F
232,Andorra,2006,F
232,Andorra,2007,F
232,Andorra,2008,F
232,Andorra,2009,F
540,Angola,1987,NF
540,Angola,1988,NF
540,Angola,1989,NF
540,Angola,1990,NF
540,Angola,1991,NF
540,Angola,1992,NF
540,Angola,1993,NF
540,Angola,1994,NF
540,Angola,1995,NF
540,Angola,1996,NF
540,Angola,1997,NF
540,Angola,1998,NF
540,Angola,1999,NF
540,Angola,2000,NF
540,Angola,2001,NF
540,Angola,2002,PF
540,Angola,2003,NF
540,Angola,2004,NF
540,Angola,2005,NF
540,Angola,2006,NF
540,Angola,2007,NF
540,Angola,2008,NF
540,Angola,2009,NF
58,Antigua and Barbuda,1987,F
58,Antigua and Barbuda,1988,NF
58,Antigua and Barbuda,1989,NF
58,Antigua and Barbuda,1990,PF
58,Antigua and Barbuda,1991,PF
58,Antigua and Barbuda,1992,PF
58,Antigua and Barbuda,1993,PF
58,Antigua and Barbuda,1994,PF
58,Antigua and Barbuda,1995,PF
58,Antigua and Barbuda,1996,PF
58,Antigua and Barbuda,1997,PF
58,Antigua and Barbuda,1998,PF
58,Antigua and Barbuda,1999,PF
58,Antigua and Barbuda,2000,PF
58,Antigua and Barbuda,2001,NF
58,Antigua and Barbuda,2002,F
58,Antigua and Barbuda,2003,F
58,Antigua and Barbuda,2004,F
58,Antigua and Barbuda,2005,F
58,Antigua and Barbuda,2006,F
58,Antigua and Barbuda,2007,F
58,Antigua and Barbuda,2008,F
58,Antigua and Barbuda,2009,F
160,Argentina,1987,F
160,Argentina,1988,F
160,Argentina,1989,F
160,Argentina,1990,F
160,Argentina,1991,F
160,Argentina,1992,F
160,Argentina,1993,F
160,Argentina,1994,F
160,Argentina,1995,NF
160,Argentina,1996,NF
160,Argentina,1997,F
160,Argentina,1998,F
160,Argentina,1999,F
160,Argentina,2000,F
160,Argentina,2001,F
160,Argentina,2002,F
160,Argentina,2003,F
160,Argentina,2004,F
160,Argentina,2005,F
160,Argentina,2006,F
160,Argentina,2007,F
160,Argentina,2008,F
160,Argentina,2009,F
371,Armenia,1987,NA
371,Armenia,1988,NA
371,Armenia,1989,NA
371,Armenia,1990,NA
371,Armenia,1991,PF
371,Armenia,1992,PF
371,Armenia,1993,PF
371,Armenia,1994,PF
371,Armenia,1995,PF
371,Armenia,1996,PF
371,Armenia,1997,PF
371,Armenia,1998,PF
371,Armenia,1999,PF
371,Armenia,2000,PF
371,Armenia,2001,PF
371,Armenia,2002,PF
371,Armenia,2003,PF
371,Armenia,2004,PF
371,Armenia,2005,PF
371,Armenia,2006,PF
371,Armenia,2007,PF
371,Armenia,2008,PF
371,Armenia,2009,PF
900,Australia,1987,F
900,Australia,1988,F
900,Australia,1989,F
900,Australia,1990,F
900,Australia,1991,F
900,Australia,1992,F
900,Australia,1993,F
900,Australia,1994,F
900,Australia,1995,F
900,Australia,1996,F
900,Australia,1997,F
900,Australia,1998,F
900,Australia,1999,F
900,Australia,2000,F
900,Australia,2001,F
900,Australia,2002,F
900,Australia,2003,F
900,Australia,2004,F
900,Australia,2005,F
900,Australia,2006,F
900,Australia,2007,F
900,Australia,2008,F
900,Australia,2009,F
305,Austria,1987,F
305,Austria,1988,F
305,Austria,1989,F
305,Austria,1990,F
305,Austria,1991,F
305,Austria,1992,F
305,Austria,1993,F
305,Austria,1994,F
305,Austria,1995,F
305,Austria,1996,F
305,Austria,1997,F
305,Austria,1998,F
305,Austria,1999,F
305,Austria,2000,F
305,Austria,2001,F
305,Austria,2002,F
305,Austria,2003,F
305,Austria,2004,F
305,Austria,2005,F
305,Austria,2006,F
305,Austria,2007,F
305,Austria,2008,F
305,Austria,2009,F
373,Azerbaijan,1987,NA
373,Azerbaijan,1988,NA
373,Azerbaijan,1989,NA
373,Azerbaijan,1990,NA
373,Azerbaijan,1991,PF
373,Azerbaijan,1992,NF
373,Azerbaijan,1993,NF
373,Azerbaijan,1994,NF
373,Azerbaijan,1995,PF
373,Azerbaijan,1996,PF
373,Azerbaijan,1997,PF
373,Azerbaijan,1998,PF
373,Azerbaijan,1999,PF
373,Azerbaijan,2000,PF
373,Azerbaijan,2001,PF
373,Azerbaijan,2002,PF
373,Azerbaijan,2003,NF
373,Azerbaijan,2004,NF
373,Azerbaijan,2005,NF
373,Azerbaijan,2006,NF
373,Azerbaijan,2007,NF
373,Azerbaijan,2008,NF
373,Azerbaijan,2009,NF
31,Bahamas,1987,F
31,Bahamas,1988,F
31,Bahamas,1989,F
31,Bahamas,1990,F
31,Bahamas,1991,F
31,Bahamas,1992,F
31,Bahamas,1993,F
31,Bahamas,1994,F
31,Bahamas,1995,F
31,Bahamas,1996,F
31,Bahamas,1997,F
31,Bahamas,1998,F
31,Bahamas,1999,F
31,Bahamas,2000,F
31,Bahamas,2001,F
31,Bahamas,2002,F
31,Bahamas,2003,F
31,Bahamas,2004,F
31,Bahamas,2005,F
31,Bahamas,2006,F
31,Bahamas,2007,F
31,Bahamas,2008,F
31,Bahamas,2009,F
692,Bahrain,1987,PF
692,Bahrain,1988,PF
692,Bahrain,1989,PF
692,Bahrain,1990,NF
692,Bahrain,1991,NF
692,Bahrain,1992,NF
692,Bahrain,1993,NF
692,Bahrain,1994,NF
692,Bahrain,1995,NF
692,Bahrain,1996,NF
692,Bahrain,1997,NF
692,Bahrain,1998,NF
692,Bahrain,1999,NF
692,Bahrain,2000,PF
692,Bahrain,2001,PF
692,Bahrain,2002,PF
692,Bahrain,2003,PF
692,Bahrain,2004,PF
692,Bahrain,2005,PF
692,Bahrain,2006,NF
692,Bahrain,2007,NF
692,Bahrain,2008,NF
692,Bahrain,2009,NF
771,Bangladesh,1987,PF
771,Bangladesh,1988,PF
771,Bangladesh,1989,PF
771,Bangladesh,1990,PF
771,Bangladesh,1991,NF
771,Bangladesh,1992,PF
771,Bangladesh,1993,PF
771,Bangladesh,1994,PF
771,Bangladesh,1995,PF
771,Bangladesh,1996,PF
771,Bangladesh,1997,PF
771,Bangladesh,1998,PF
771,Bangladesh,1999,PF
771,Bangladesh,2000,PF
771,Bangladesh,2001,PF
771,Bangladesh,2002,PF
771,Bangladesh,2003,PF
771,Bangladesh,2004,PF
771,Bangladesh,2005,PF
771,Bangladesh,2006,PF
771,Bangladesh,2007,PF
771,Bangladesh,2008,PF
771,Bangladesh,2009,PF
53,Barbados,1987,F
53,Barbados,1988,F
53,Barbados,1989,F
53,Barbados,1990,F
53,Barbados,1991,F
53,Barbados,1992,F
53,Barbados,1993,F
53,Barbados,1994,F
53,Barbados,1995,F
53,Barbados,1996,F
53,Barbados,1997,F
53,Barbados,1998,F
53,Barbados,1999,F
53,Barbados,2000,F
53,Barbados,2001,F
53,Barbados,2002,F
53,Barbados,2003,F
53,Barbados,2004,F
53,Barbados,2005,F
53,Barbados,2006,F
53,Barbados,2007,F
53,Barbados,2008,F
53,Barbados,2009,F
370,Belarus,1987,NA
370,Belarus,1988,NA
370,Belarus,1989,NA
370,Belarus,1990,NA
370,Belarus,1991,PF
370,Belarus,1992,PF
370,Belarus,1993,PF
370,Belarus,1994,PF
370,Belarus,1995,NF
370,Belarus,1996,NF
370,Belarus,1997,NF
370,Belarus,1998,NF
370,Belarus,1999,NF
370,Belarus,2000,NF
370,Belarus,2001,NF
370,Belarus,2002,NF
370,Belarus,2003,NF
370,Belarus,2004,NF
370,Belarus,2005,NF
370,Belarus,2006,NF
370,Belarus,2007,NF
370,Belarus,2008,NF
370,Belarus,2009,NF
211,Belgium,1987,F
211,Belgium,1988,F
211,Belgium,1989,F
211,Belgium,1990,F
211,Belgium,1991,F
211,Belgium,1992,F
211,Belgium,1993,F
211,Belgium,1994,F
211,Belgium,1995,F
211,Belgium,1996,F
211,Belgium,1997,F
211,Belgium,1998,F
211,Belgium,1999,F
211,Belgium,2000,F
211,Belgium,2001,F
211,Belgium,2002,F
211,Belgium,2003,F
211,Belgium,2004,F
211,Belgium,2005,F
211,Belgium,2006,F
211,Belgium,2007,F
211,Belgium,2008,F
211,Belgium,2009,F
80,Belize,1987,F
80,Belize,1988,F
80,Belize,1989,F
80,Belize,1990,F
80,Belize,1991,F
80,Belize,1992,F
80,Belize,1993,F
80,Belize,1994,F
80,Belize,1995,F
80,Belize,1996,F
80,Belize,1997,F
80,Belize,1998,F
80,Belize,1999,F
80,Belize,2000,F
80,Belize,2001,F
80,Belize,2002,F
80,Belize,2003,F
80,Belize,2004,F
80,Belize,2005,F
80,Belize,2006,F
80,Belize,2007,F
80,Belize,2008,F
80,Belize,2009,F
